APPLICATION_ID,APPL_ID_LINK,PROJECT_TITLE,PROJECT_ABSTRACT,APPLICATION_TYPE,FULL_PROJECT_NUM,OPPORTUNITY NUMBER,IC_NAME,Topic_20,Topic_15,Topic_10,Topic_5
10854774,https:/reporter.nih.gov/search/VqX9Obz_KE67xT-zKKPbDw/project-details/10854774#similar-Projects,Nuclear Receptors in Metabolic Tissues,"A major goal of this laboratory is to understand the molecular mechanisms by which nuclear receptors (nuclear receptors) regulate metabolism. Peroxisome proliferator-activated receptor γ (Peroxisome proliferator-activated receptor γ) is the master regulator of adipocyte biology and the target of thiazolidinedione (thiazolidinedione) drugs that uniquely reverse insulin resistance. Clinical use of thiazolidinediones has been hindered by side effects, making it critical to better understand the functions of Peroxisome proliferator-activated receptor γ. There are two Peroxisome proliferator-activated receptor γ isoforms, and a glaring unanswered question is whether they subserve different functions which could be harnessed to more specifically target insulin resistance. Specific Aim 1 is to elucidate the unique cistromes, interactomes, and physiological functions of Peroxisome proliferator-activated receptor γ isoforms γ1 and γ2. Little is known about the two major isoforms of Peroxisome proliferator-activated receptor γ. We hypothesize that Peroxisome proliferator-activated receptor γ1 and γ2 have isoform-specific functions that differentially contribute to both therapeutic and adverse effects of Peroxisome proliferator-activated receptor γ ligands. To test this, we generated novel mouse models of isoform-specific deletion, as well as mice with epitope tags knocked into the endogenous isoforms. Preliminary data reveal isoform-specific metabolic phenotypes, as well as differential genomic binding and transcriptomic regulation. The underlying mechanisms will be evaluated by determining isoform-specific interactomes in the basal state and upon thiazolidinedione treatment. Molecular factors that mediate isoform-specific effects will be manipulated to specifically target the metabolic functions of Peroxisome proliferator-activated receptor γ1 or γ2. Specific Aim 2 is to determine individual-specific functions of glucocorticoids in humans. The glucocorticoid receptor (glucocorticoid receptor) is another NR that is a major drug target with untoward side effects; glucocorticoids (glucocorticoids) are widely prescribed for inflammatory conditions, but cause obesity, diabetes, and lipid disorders. There is presently no way to predict which patients will suffer from adverse effects of glucocorticoidss, nor which will most benefit from therapy. We hypothesize that single nucleotide polymorphisms function in adipocytes to control glucocorticoid receptor binding and glucocorticoids effects on metabolism and inflammation in a predictable, patient-specific manner. Preliminary data demonstrate individual-specific glucocorticoid receptor binding and glucocorticoids effects on gene expression and metabolism in multiple patient stem cell-derived adipocytes and hepatocytes, which will be related to single nucleotide polymorphisms (single nucleotide polymorphisms) controlling the binding of glucocorticoid receptor. The mechanisms underlying the function of these single nucleotide polymorphisms will be determined, as will their effects on metabolic functions of the cells as well as predicting adverse metabolic effects of glucocorticoids in patient populations. We also hypothesize that single nucleotide polymorphisms will control individual differences in anti-inflammatory potency due to individual differences in glucocorticoid receptor binding and function that will be tested in stem cell-derived macrophages from multiple patients. Together, our innovative genome-wide and systems approaches will provide fundamental insights into molecular mechanisms underlying tissueand individual-specific effects of Peroxisome proliferator-activated receptor γ and glucocorticoid receptor, guiding new therapies and predictions of patient-specific therapeutic and adverse responses to drugs.",5,5R01DK049780-29,PA-20-185,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,12,2,0,0
10814241,https:/reporter.nih.gov/search/TT4KLw9NxEOlGrgRLopUwg/project-details/10814241#similar-Projects,Gene Networks promoting adipocyte cell differentiation and function,"A major goal of this laboratory is to understand the molecular mechanisms by which transcription factors and epigenomic modification control gene expression programs that regulate adipose tissue development and function. Adipogenesis begins with an established cascade of transcription factor (transcription factor) activity that includes collaboration between the CCAAT/enhancer binding protein β (CCAAT/enhancer binding protein β) and the glucocorticoid receptor (glucocorticoid receptor). A key goal of the present proposal is to determine how CCAAT/enhancer binding protein β and its related paralogs bridge the transcriptional programs in multipotent stem cells and early differentiating pre-adipocytes, with a long-term objective of understanding a comprehensive transcription factor network promoting adipose tissue development, growth and function. Specific Aim 1 comprehensively identifies the components of active enhancers during human adipogenesis. We will perform a state-of-the-art genomic/proteomic approach to determine the chromatin-associated proteins promoting adipocyte differentiation. Specific Aim 2 elucidates the mechanistic actions of networked transcription factors and co-regulators that control human adipogenesis and adipocyte function. Novel adipogenic roles for protein candidates identified in Aims 1 will be examined by mutational analysis and genome-wide approaches. As a whole, we will generate and integrate unique, orthogonal cistromic and enhancer proteomic datasets to reveal fundamental molecular mechanisms for transcriptional regulators in native chromatin. This will elucidate how CEBP proteins and glucocorticoid receptor perform unique biological functions, and address the more general question of how transcription factors recognize, access and act at their genomic-binding sites to control tissue-specific gene expression. Specific Aim 3 comprehensively identifies the components of active enhancers in adipose tissue. We hypothesize that comparison of the enhancer proteomes from visceral and subcutaneous white adipose tissues and from brown adipose tissue will reveal fundamental mechanisms controlling depot-specific gene expression and uncover the set of transcriptional regulators controlling lipid metabolism in vivo. Our focus on the development and function of adipose tissue is warranted given its importance in health and disease. Indeed, adipose tissue normally benefits health, yet in excess as in obesity, it becomes a strong risk for metabolic diseases including diabetes, hyperlipidemia, hypertension and heart disease. New insights into adipose biology will enhance its translational potential to combat the harmful and growing epidemics of obesity and diabetes.",5,5R01DK121801-05,PA-19-056,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,12,2,0,0
10804251,https:/reporter.nih.gov/search/X9pGSSjwBE2TvycFE48wyA/project-details/10804251#similar-Projects,Targeting nutrient microenvironment imprinted therapy resistance in pancreatic cancer,"A major hurdle in the clinical management of pancreatic adenocarcinomas (pancreatic adenocarcinomas) is the profound resistance to chemotherapeutics exhibited by these tumors. pancreatic adenocarcinomas chemoresistance is mediated by the tumor microenvironment (tumor microenvironment) as isolated pancreatic adenocarcinomas cells cultured ex vivo readily respond to therapies while pancreatic adenocarcinomas cells in tumors do not. Thus, identifying the tumor microenvironment factors and mechanisms by which the tumor microenvironment regulates drug response in pancreatic adenocarcinomas is critical to being able to effectively treat this disease. Towards the goal of identifying tumor microenvironment factors regulating pancreatic adenocarcinomas biology, we have taken the strategy of measuring physiological parameters in the pancreatic adenocarcinomas tumor microenvironment and recreating these conditions ex vivo to study in mechanistic detail how pancreatic adenocarcinomas cells are impacted by tumor microenvironment physiology. As part of this approach, we recently developed techniques to isolate interstitial fluid (the local perfusate) from pancreatic adenocarcinomas tumors and quantitative metabolite profiling techniques to measure availability of ~150 major nutrients in the pancreatic adenocarcinomas tumor microenvironment. This provided us with the first quantitative atlas of nutrient availability in pancreatic adenocarcinomas and we found that local nutrient abundance in these tumors was strikingly different than in the bulk circulation or healthy tissues. To study how abnormal access to nutrients in the tumor microenvironment could impact pancreatic adenocarcinomas cells, we developed a novel cell culture model in which pancreatic adenocarcinomas cells are cultured with the precise levels of ~120 major vitamins and nutrients they encounter in the native tumor microenvironment. Using this model, we found that pancreatic adenocarcinomas cells exposed to tumor microenvironment nutrition exhibit resistance to a wide array of clinically used chemotherapies, identifying abnormal tumor nutrient availability as a critical tumor microenvironment factor mediating chemoresistance in this disease. Further analysis of tumor microenvironment nutrientinduced chemoresistant phenotype indicated that:  increased availability of the amino acid glycine in the tumor microenvironment causes pancreatic adenocarcinomas cells to become highly chemoresistance and  tumor microenvironment glycine does not endow pancreatic adenocarcinomas cells with the ability to evade action of chemotherapies, but rather the ability to tolerate damage induced by therapeutic challenges. Based on these preliminary studies, we developed the hypothesis that tumor microenvironment glycine impairs the ability of pancreatic adenocarcinomas cells to undergo cell death in response to chemotherapeutic insult, thus enabling pancreatic adenocarcinomas cells to tolerate chemotherapeutic treatment. In this proposal, we will determine:  the metabolic basis for how glycine accumulates in the pancreatic adenocarcinomas tumor microenvironment and if targeting tumor microenvironment glycine availability can sensitize pancreatic adenocarcinomas tumors to chemotherapy and  the mechanism by which pancreatic adenocarcinomas cells gain tolerance to chemotherapeutic stress and if targeting these tolerance mechanisms can synergize with chemotherapy. Therapy resistance is a major contributor to the poor prognosis of pancreatic adenocarcinomas patients. Our work addresses this key therapeutic challenge in a disease with much unmet clinical need and could identify novel therapeutic options for pancreatic adenocarcinomas patients.",1,1R01CA276461-01A1,PA-20-185,NATIONAL CANCER INSTITUTE,4,0,4,4
10906919,https:/reporter.nih.gov/search/Iij5lekugkugP4lyURks4g/project-details/10906919#similar-Projects,"Evaluation of a persuasive health communication intervention designed to increase HIV/HCV screening among emergency departments patients who currently, formerly or never injected drugs","A major impediment to adult emergency department (ED)-based HIV/HCV screening success is that often ED patients at risk for, or later diagnosed with, HIV and HCV decline testing. However, for patients who decline HIV/HCV screening, there is no evidence-based intervention to persuade them to be tested. In response to the deficit of an intervention to increase ED HIV/HCV screening acceptance, we recently completed an R34 project during which we developed a persuasive health communication intervention (persuasive health communication intervention) with stakeholder assistance (ED patients, HIV/HCV counselors, and ED medical staff). In two pilot studies, we examined the efficacy of the persuasive health communication intervention among adult ED patients who initially declined HIV/HCV screening. In one pilot study, adult ED patients assigned to watch a control condition video were more likely to agree to be tested than those who received the persuasive health communication intervention in-person from an HIV/HCV counselor (n=56, 27% vs. 10%; ∆17%, ∆95% CI: 6-32%). However, in a separate pilot study, adult ED patients randomly assigned to watch a video of a physician delivering the PCHI to an ED patient were more likely to agree to be tested than those who watched the control condition video (n=60, 29% vs. 11%; ∆18%, ∆95% CI: 7-35%). These results suggest that the persuasive health communication intervention video might increase HIV/HCV screening acceptance more than a persuasive health communication intervention delivered in-person by an HIV/HCV counselor. If these results are confirmed in a larger study, the persuasive health communication intervention video could enable wider usage of the persuasive health communication intervention and facilitate greater acceptance of ED HIV/HCV screening. Unfortunately, in our R34 project we did not develop nor evaluate the persuasive health communication intervention among current and former people who inject drugs (people who inject drugs). As such, the current persuasive health communication intervention might be inadequate in persuading current/former people who inject drugs to be tested, and thus needs modification with the help of current/former people who inject drugs to be effective for these very high HIV/HCV-risk patients. In this R01 project, we first will modify the persuasive health communication intervention with input from current/former people who inject drugs. Next, we will conduct a randomized, controlled trial (randomized, controlled trial) to compare the persuasive health communication intervention's efficacy when delivered by a video vs. an HIV/HCV counselor. Adult ED patients who declined HIV/HCV screening will be stratified by IDU history:  current/former people who inject drugs or  never/non-people who inject drugs. Within each of these strata, we will randomly assign participants to a persuasive health communication intervention delivered by  video  HIV/HCV counselor. Current/former people who inject drugs will receive the persuasive health communication intervention modified for people who inject drugs, whereas never/non-people who inject drugs will receive the non-modified, original persuasive health communication intervention version. For Aim 1, we will determine which delivery form of the persuasive health communication intervention (video or HIV/HCV counselor) results in more ED patients accepting HIV/HCV screening, independent of their history of IDU. For Aim 2, we will determine which delivery form of the persuasive health communication intervention results in more ED patients accepting HIV/HCV screening within each IDU history cohort (current/former people who inject drugs, never/non-people who inject drugs), and if testing acceptance is similar across IDU history cohorts. For Aim 3, we will further compare the two persuasive health communication intervention delivery forms through a health economics assessment, both independent of IDU history and within each IDU history cohort.",5,5R01DA055533-03,PA-18-722,NATIONAL INSTITUTE ON DRUG ABUSE,6,5,3,2
10785801,https:/reporter.nih.gov/search/WhMatyABVEW3jvdAkDW5jQ/project-details/10785801#similar-Projects,A multimodal single-cell approach to developing personalized combinatorial treatments for glioblastoma,"A major impediment to the treatment of glioblastoma (glioblastoma) is its extensive intratumoral heterogeneity: Each glioblastoma tumor is heterogeneous with respect to genetics, immune microenvironment, and tumor cell state. In particular, single-cell RNA-sequencing (single-cell RNA-sequencing) has revealed that each glioblastoma is a mixture of different types of tumor cells, each with different biological properties, or cell states. Consequently, it may be necessary to treat each patient with personalized drug combinations. Although single-cell RNA-sequencing has enabled us to understand the complexity of glioblastoma, its clinical potential is largely untapped. This is partly because it is difficult to physically isolate and study the cell types discovered using single-cell RNA-sequencing. In previous work, we showed that cell surface markers identified through single-cell RNA-sequencing can be used to purify tumor subpopulations using flow sorting. Building on this, we propose a novel approach to isolating glioblastoma cell populations, studying their therapeutic vulnerabilities, and identifying personalized drug combinations that target multiple cell populations simultaneously. Our approach is based on Cellular Indexing of Transcriptomes and Epitopes by Sequencing (Cellular Indexing of Transcriptomes and Epitopes by Sequencing), an extension of single-cell RNA-sequencing that will enable us to efficiently define tumor cell populations and isolate them using flow sorting. We will test the drug sensitivities of each cell population, and then identify combinations of drugs that more effectively eradicate the tumor. This approach will be developed through two Specific Aims:  We will isolate and characterize glioblastoma subpopulations using Cellular Indexing of Transcriptomes and Epitopes by Sequencing and flow sorting. Using our preliminary single-cell RNA-sequencing data, we identified a panel of candidate cell-surface markers for known glioblastoma subpopulations. Using oligo-conjugated antibodies to these putative markers, we will perform Cellular Indexing of Transcriptomes and Epitopes by Sequencing in primary tumors and matched cell lines to determine which markers cleanly distinguish among tumor cell populations. Using the most promising markers, we will test and optimize our ability to separate glioblastoma samples into distinct subpopulations using flow sorting. In doing so, we will test the hypothesis that there exist stable glioblastoma cell states that persist after flow sorting.  We will perform drug-screening on flow-sorted glioblastoma subpopulations to identify personalized drug combinations. To this end, we will isolate several subpopulations from each of five cell lines using flow sorting, then test each subpopulation (as well as the flow-through and the unsorted cell lines) for sensitivity to each of 960 FDA-approved drugs including temozolomide (current standard of care), and specific combinations thereof. The resulting drug sensitivity matrix will be analyzed using clustering and machine learning techniques to identify drugs that, when used in combination, will target multiple glioblastoma subpopulations and achieve greater efficacy than a single drug alone. If this approach is promising in pilot experiments, we ultimately hope to expand and adapt it to the clinic, so that we can readily identify drug combinations for any individual's tumor.",1,1R21CA286215-01,PAR-22-216,NATIONAL CANCER INSTITUTE,4,0,4,4
10987621,https:/reporter.nih.gov/search/2HiA8kocAUeO5T_5pK-zYw/project-details/10987621#similar-Projects,Neural Substrates of the long-duration response,"A major limitation of dopaminergic therapy for Parkinson's disease (Parkinson's disease) is motor response ""wearing-off"" within a few hours after the dose. Although the field has focused on prolonging the short-duration (Although the field has focused on prolonging the short-duration) response of each dose using more persistent drug preparations and delivery methods, these pharmacological approaches have limited and short-term benefits. Wearing-off is driven by a decline in the duration of benefit of each dose, due to the decay of the long-duration response (long-duration response) that lowers the trough level performance. We recently showed the importance of task-specific learning and the striatopallidal pathway in long-duration response induction and decay. Interestingly, our preliminary data suggest that repeated optogenetic stimulations of globus pallidus externa (globus pallidus externa) parvalbumin (PV)-expressing neurons - part of the striatopallidal pathway - induced long-term rescue: mice showed improved locomotion when reintroduced to the same open-field environment ≥24 h after the final stimulation session. This resembled long-duration response induced by repeated L-DOPA treatments. However, while long-duration response induced by L-DOPA was selective to the induction context, long-duration response induced by stimulation of globus pallidus externa PV+ neurons transferred to a new context. Thus, repeated stimulation of globus pallidus externa PV+ neurons conferred long-term motoric benefits but may also reduce discrimination learning. This project aims to uncover the mechanisms underlying these properties of long-duration response. globus pallidus externa PV+ neurons consist of two subpopulations: those that project to substantia nigra vs. to parafasicular thalamus. We will establish how the activities of these two globus pallidus externa subpopulations are altered during parkinsonian locomotion impairment and during different phases of long-duration response, both for long-duration response induced by L-DOPA and by globus pallidus externa PV+ neuronal stimulation. We will also examine whether perturbing these two globus pallidus externa subpopulations results in dissociable effects on long-lasting locomotion rescue vs. its context selectivity. This project will advance our knowledge in the role of the striatopallidal pathway in mediating long-duration response, and elucidate both therapeutic utility and potential side effects of globus pallidus externa deep brain stimulation.",1,1R21NS137136-01A1,PA-21-219,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,0,1,5,1
10906827,https:/reporter.nih.gov/search/Vu7alLzYJkelaq05DaU5BA/project-details/10906827#similar-Projects,Molecular feedback between cell division cycle and differentiation in pluripotent stem cells,"A major long-term goal of my laboratory is to determine molecular feedback mechanisms responsible for coordination between the cell division cycle and differentiation of embryonic stem cells (embryonic stem cells). embryonic stem cells have great therapeutic potential for regenerative medicine, because they can differentiate into any cell type and have unlimited self-renewal potential. This remarkable biological potential, known as pluripotency, is associated with a complex transcription network, an ultrafast cell division cycle that lacks typical checkpoints, and an atypical response to activation of the Mitogen-Activated Protein Kinase (Mitogen-Activated Protein Kinase) pathway. While a lot of progress has been made in characterizing the pluripotency transcription network, less is known about the cell division cycle of embryonic stem cells and its molecular links to the pluripotency transcription network. In addition, a critical yet poorly understood process is how embryonic stem cells use the Mitogen-Activated Protein Kinase pathway to control their self-renewal and differentiation. Our driving hypothesis is that the cell division cycle and pluripotency transcription network are linked through a bidirectional molecular feedback loop that is regulated by the Mitogen-Activated Protein Kinase activity. To test our hypothesis, we will: I. Characterize novel regulators of the Mitogen-Activated Protein Kinase pathway identified in our CRISPR screen in embryonic stem cells II. Determine functional substrate network of the Mitogen-Activated Protein Kinase kinases, Mek and Erk, in embryonic stem cells using chemical-genetic kinase engineering and quantitative phosphoproteomics. III. Determine mechanisms of pluripotency maintenance by the G1 cell cycle kinase (Cdk2) using direct labeling of the substrates by chemical-genetic engineering of Cdk2. To successfully complete proposed experiments, I have established collaborations with Professor Stanley Qi laboratory (Stanford University), Professor Alice Ting laboratory (Stanford University), Professor Seth Rubin laboratory (University of California, Santa Cruz) and Professor Boris Macek laboratory (University of Tubingen). By gaining detailed insight into the molecular mechanisms linking the cell division cycle and differentiation of embryonic stem cells, the outcome of this R35 proposal will provide novel strategies to address a key challenge in the field of regenerative medicine that is efficient and reproducible differentiation of embryonic stem cells for therapeutic purposes.",5,5R35GM147395-03,PAR-20-117,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,5,7,2,0
10834905,https:/reporter.nih.gov/search/Qv7cXHuHb0KX5T-bb8IrCQ/project-details/10834905#similar-Projects,Membrane homeostasis in adipose physiology and obesity,"A major long-term goal of our laboratory is to delineate regulatory mechanisms that control adipocyte development and systemic physiology. This proposal will address a new regulatory pathway involved in adipocyte nutrient sensing, adipose tissue physiology, and adipose depot-specific energy expenditure. The proposed studies are focused on understanding how dynamic regulation adipocyte membrane composition contributes to the control of whole-body metabolic homeostasis in living animals. Preliminary data implicates the phospholipid remodeling enzyme Lpcat3 as novel mechanistic link between dietary fatty acid intake, adipose tissue homeostasis, and susceptibility to obesity. This proposal builds upon our preliminary discoveries to address important questions regarding the relationship of membrane lipid composition to adipose tissue function and systemic physiology and energy balance. We have previously shown that the enzyme Lpcat3 is uniquely required for the incorporation of the 6 polyunsaturated fatty acids into phospholipids. Our preliminary data reveal that adipose Lpcat3 expression is induced in the setting of cold exposure or diet-induced obesity. Moreover, initial characterization of mice lacking Lpcat3 selectively in adipose tissues has revealed two distinct phenotypes: one traced to white adipose tissue (white adipose tissue) and one traced to brown adipose tissue (brown adipose tissue). Adipose Lpcat3 KO mice fed a high-fat diet develop a lipodystrophic phenotype are unable to appropriately expand their white adipose tissue, leading to ectopic hepatic lipid accumulation and the compensatory upregulation of fatty acid oxidation in white adipose tissue. At the same time, brown adipose tissue Lpcat3 KO mice show an abnormal response to cold challenge, characterized by marked ER stress. A striking commonality between these white adipose tissue and brown adipose tissue KO models is the compensatory production of FGF21 in an apparent effort to maintain energy homeostasis. We hypothesize that the fine tuning of adipose tissue membrane composition by Lpcat3 is a critical adaptive response to cold and dietary challenge that permits optimal lipid storage and catabolic function in a range of environments. We will address these hypotheses with the following specific aims. Specific Aim 1 is to elucidate the role of membrane phospholipid remodeling in nutrient sensing and healthy adipose tissue expansion. Specific Aim 2 is to determine the role of phospholipid remodeling in brown adipose tissue function and response to thermal stress.",5,5R01DK129276-04,PA-20-185,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,12,2,0,0
10745278,https:/reporter.nih.gov/search/TY3B3Vru-0CMHzsjlAaxMg/project-details/10745278#similar-Projects,Development and Expansion of the Human Cerebral Cortex,"A major long-term goal of this proposal is to understand human brain development and the origins of neurodevelopmental diseases. The cerebral cortex is a structure where model systems, such as mouse or rat, may not capture the complexity of architecture and function relevant for understanding human development and disease. This proposal aims to address the gap in our understanding of human cortical development through the study of primary tissue complemented by human stem cell-derived in vitro model systems, using ""cerebral organoids"". Understanding human-specific aspects of brain development is not only critically important for understanding the etiology of neurodevelopmental disorders, including autism and schizophrenia and ultimately developing therapies, but will also benefit our understanding of human cortical evolution, the diversity and lineage of neural cell types, and the mechanisms of cortical expansion - it will help define what makes us unique. The developing human brain contains an enlarged proliferative region, the outer subventricular zone (outer subventricular zone) that is not present in rodents. This study will target two recently discovered neural progenitor cell types found in the outer subventricular zone, outer radial glia (outer radial glia) and intermediate progenitor (intermediate progenitor) cells. These cell types are particularly important as they underlie the huge developmental and evolutionary expansion of the human brain. This proposal seeks to illuminate the complexity of human cortical development in terms of the genomic, cellular, and behavioral features of its constituent outer radial glia and intermediate progenitor neural progenitor cells and their progeny through the key stages of neurogenesis. We plan to discover lineage trajectories that define progenitor-progeny relationships and determine the cellular fates of clonal descendants. We will use novel outer radial glia and intermediate progenitorC markers to enrich progenitor cell populations for analysis, explore the intracellular signaling networks that regulate intermediate progenitor cell expansion, investigate the role of distinct neurogenic niches in creating neuronal diversity, and examine neuron to progenitor signaling pathways that may regulate intermediate progenitorC neurogenesis. Additionally, we will explore the role of outer radial glias and intermediate progenitorCs in lissencephaly and related neurodevelopmental diseases, and pursue an intriguing relationship between outer radial glia cells and invasive glioblastoma. These ambitious goals are attainable due to recent technological advances, including improvements in single cell genomics, bioinformatics, real time imaging of primary tissue samples, and in vitro models of human cortical development. The outcome holds promise to transform our understanding of human brain development in health and disease.",5,5R35NS097305-08,RFA-NS-16-001,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2,13,5,1
10981065,https:/reporter.nih.gov/search/m2juMIW6okyCJiWRP2TMrA/project-details/10981065#similar-Projects,An RNA editing platform to investigate the dynamic RNA interactome,"A major mechanism of post-transcriptional gene expression regulation occurs through the binding of RNA transcripts with RNA-binding proteins (RNA-binding proteins), a large class of cellular proteins consisting of over 1500 members. Identifying the native substrates of RNA-binding proteins and characterizing the function of these interactions remains a significant challenge in biology. Further, oligonucleotides and small molecules that target RNA-protein interactions and modulate protein expression have been recently deployed in the clinic and promise to provide a new therapeutic modality for the treatment of human diseases. We have developed TRIBE-ID, an RNA editing approach to interrogate dynamic RNA-protein interactions in a small molecule-dependent manner. We applied our approach to profile the RNA substrates of the RBP G3BP1, a central component of stress granule condensates. Here, we propose to further develop and apply TRIBE-ID as a general platform to investigate RNA-binding events in cells. We will advance the efficiency and generality of RNA editing for interactomic studies and investigate the trafficking and post-transcriptional regulation of RNA stability/translation by cytoplasmic biomolecular condensates. Further, we will develop RNA editing approaches to investigate small-molecule RNA interactions. Our project has the following specific aims: Aim 1. Develop an RNA editing platform with improved generality, efficiency, and molecular resolution. Aim 2: Characterize regulation of RNA stability/translation by biomolecular condensate-forming RNA-binding proteins. Aim 3: Develop an RNA editing approach to investigate RNA-binding small molecule therapeutics. Our findings will provide new approaches for studying dynamic RNA-protein interactions and RNA-binding small molecules and reveal new insights into the formation and function of phase-separated biomolecular condensates. These studies should advance our understanding of fundamental RNA regulatory mechanisms and accelerate the development and characterization of RNA-targeted therapeutics.",1,1R01GM152748-01A1,PA-20-185,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,10,10,2,0
10816446,https:/reporter.nih.gov/search/TiJeCd_-y02CHcoZOG4NdA/project-details/10816446#similar-Projects,ANIMAL RESOURCE,"A major objective of the overall research program is to elucidate the basis of neurocognitive aging in behaviorally characterized healthy aged rats. The Animal Resource Core (Core B) is an essential component of the research program in its study of neurocognitive aging to provide young and aged rats to each of the Projects. The overall research program further exploits the feature of individual differences in neurocognitive aging, a phenomenon that is well-documented in humans and captured in the animal model used in this research. The many years of work with this outbred model of male Long Evans have established that a subpopulation at older ages exhibit impaired performance while other rats in the aged cohort maintain preserved performance on a par with young adults. These well-characterized individual differences have been used successfully to examine neurobiological variations in the medial temporal lobe that are closely coupled to cognitive outcomes. Core B under this application will add female Long Evans rats to the resource for studies of individual differences with sex considered as a biological variable in accordance with NIH guidelines. The Animal Resource (Core B) maintains the colony of pathogen-free Long-Evans rats, which are additionally screened for disability and physiological impairment. Under a standardized protocol reproductive status is obtained for all female rats and maintained in the data archive. All rats in the Animal Resource undergo assessment of cognitive function in a standardized protocol for ""place"" and ""cue"" learning in a water maze apparatus. The Animal Resource together with the Data Management (Core C) provides routine analysis of these results to characterize presence/severity of impairment. The Animal Resource compiles records on animal health, inventory, and analysis of the behavioral assessments, all in an archived form maintained by Core C (Data Management and Statistics). Animals from the resource are then made available to the Projects for further studies including any Projectspecific procedures assigned to Core B, with assignments under the supervision of the Administrative Core (Core A). In many instances live animals are transferred from the Resource to projects for further in vivo analysis (i.e., electrophysiological recording, additional behavioral assessment) or to provide fresh tissue as needed for in vitro studies. In addition to providing rodent material for current projects, Core B also banks tissue specimens (dissected brain regions, peripheral organ tissues, blood samples) to be used at a later date by project investigators or outside scientists. Specimens from both male and female rats will be provided for comparison to STARRRs (NOT-AG-19-017) as described in the narrative. The resource sharing activity is managed and coordinated by the Administrative Core (Core A).",5,5P01AG009973-29,PAR-19-314,NATIONAL INSTITUTE ON AGING,13,12,7,4
10973532,https:/reporter.nih.gov/search/XFZl0kg_mkqWhE67i2ASog/project-details/10973532#similar-Projects,A novel platform for the discovery and characterization of migraine therapies,"A major obstacle for the identification and characterization of new therapies for migraine and pain has been limitations of the animal models used to study these therapies. We have developed a novel approach that addresses this obstacle: a minimally invasive skull-attached microchip-based system and video recording/analysis system that enables continuous recording and triggering of neurovascular activity and behavior over months. We will further develop and validate this approach as a novel platform for the discovery and characterization of migraine therapies. We will: 1. Quantify a comprehensive set of neurovascular and behavioral responses to established human migraine triggers and cortical spreading depression (cortical spreading depression) using the microchip/video platform. 2. Use the microchip/video platform to characterize the effects of acute migraine therapies on the response to established migraine triggers and cortical spreading depression to validate the platform as a useful tool for the discovery and characterization of acute therapies 3. Use the microchip /video platform to characterize the effects of migraine preventive therapies. Key findings will be independently replicated at two different institutions. The platform described in this proposal represents a significant advance in our efforts to find new approaches to the treatment of migraine, a highly prevalent and disabling nervous system disorder.",1,1R61NS133274-01A1,PAR-21-123,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,0,1,5,1
10848434,https:/reporter.nih.gov/search/NizMNu5p6U6-XGa7Un7kVQ/project-details/10848434#similar-Projects,P38 MAPK is a molecular switch that controls the acquired resistance in adoptive cell therapy,"A major obstacle to successful adoptive cell therapy (adoptive cell therapy) is the development of acquired resistance, which can occur due to cancer cells become invisible to tumor-specific T cells when cancer cells downregulate or lost the antigen(s) (refers to antigen-low/loss resistant tumor cells, or ALRs). In this proposal, we will explore the role of reprogramming of tumor microenvironment (tumor microenvironment) by p38 MAPK inhibition to promote a robust dendritic cell (DC)-driving anti-ALR immunity to prevent acquired resistance in adoptive cell therapy. In our in vivo preliminary studies, co-treatment with CAR T cells and Ralimetinib (a potent and selective inhibitor of p38 MAPK developed for cancer patients) confers immunogenic DC signature characteristics within tumor microenvironment. Strikingly, CAR T cell+Ralimetinib-treatment eradicated established tumors and resulted in long-term tumor-free survival by triggering a robust host anti-ALR immunity, whereas CAR T cell adoptive cell therapy alone recapitulated the clinical scenario of cancer relapse mediated by ALRs. Based on these novel findings, we hypothesize that p38 MAPK is a critical molecular switch that controls DC differentiation, where p38 inhibition promotes an immunogenic DC transcriptional program and induces potent anti-ALR immunity to prevent the acquired resistance in T cell therapy. Aim 1 will determine the role of NFκB/Stat5 signaling by repression of PPARγ in the molecular mechanisms of Ralimetinib-mediated DC enrichment. Aim 2 will determine the role of NFκB (p50)-dependent viral mimicry in DCs for ALR clearance after p38 inhibitor-treatment in vivo. This study may uncover a novel mechanism for preventing tumor relapse in adoptive cell therapy. Data from our proposed Aims may yield critically needed evidence that repurposing the clinically tested Ralimetinib from targeting p38 MAPK in tumor cells toward that of immune cells may induce a complete and durable response in adoptive cell therapy. This translationally relevant work could then lay the foundation for future clinical trials.",5,5R37CA251318-06,PA-19-056,NATIONAL CANCER INSTITUTE,4,0,4,4
